id,item_picture_src,item_name,item_short_description,item_description,languages,translations
100064,,GARAM MASALA,"A blend of ground spices that is used in India, Pakistan and throughout South East Asia.","The spice blend will vary by region, but will typically contain a mix of Black and White Peppercorns, Cloves, Cinnamon, Nutmeg, Mace, Black and Green Cardamom Pods, Bay Leaf and Cumin. Lightly toast the spice blend, before adding it to your dish, to relase its flavors and aromas. ",[],[]
100065,,GHEE,Ghee is a form of clarified butter which is used in Indian cuisine.,"Ghee is made by simmering butter until the milk solids have separated and then strained. It has a high smoke point, which makes it perfect for stir fries or other high heat cooking. Ghee does not need refrigeration and can last a month if kept in a dark cool place. It is highly nutritious and is rich in fatty acids that are said to help with digestion, the immune system and weight loss. ","['Indian', 'Egyptian Arabic']","['ghee', 'samna baladi']"
100066,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/ginger_200_200.png,GINGER,Ginger is a common and versatile ingredient in Asian cooking,"The root of the ginger plant is a common ingredient in many Asian dishes.  Fresh ginger root adds a hot and spicy flavor to dishes and is often found in stir-frys, marinades and sauces.  In many sushi restaurants, you often find beni shoga (red in color)  or gari  (thinly sliced), both pickled gingers often served alongside the sushi. Young ginger is yellow with pink buds and used more as a vegetable, while the older ginger, with dry, brown skin, is used more as a seasoning.  Dried, candied and pickled gingers as well as ginger tea can also be found in our Grocery department. ",['Japanese'],['shoga']
100067,,GINGER BUDS,,"Only the fragrant buds and stems of this member of the ginger family are edible. Pickled whole or sliced thinly and used as a garnish, ginger buds are not as spicy as the ginger root. Ginger buds and stems are available pickled in bottles.",[],[]
100068,,GINKGO NUT,,"Over 150 million years old, ginkgo trees, also called maidenhair trees, are one of the oldest variety of trees on earth. The light yellow-green flesh of the ginko nut is covered by a thin yellow skin (called a pellicle) and a smooth, hard white shell. In China, the ginkgo is considered auspicious and often found around temples; the seeds are colored red and served at weddings. In Japan, ginkgo nuts are a popular grilled on skewers or in the egg custard, chawan mushi. Ginkgo nuts are available fresh and also canned or in jar.",[],[]
100069,,GINSENG ROOT,Ginseng root has long been prized in Asia for its medicinal properties.,"Ginseng is a brownish-yellow root which often has off-shooting roots that are said to resemble human appendages. Those ginseng with human shape, roots that resemble arms and legs, are the most prized and fetch the highest prices. Ginseng is used to make teas and is also sold in tonics.     ",[],[]
100070,,GOBO,burdock root,"Gobo is a long, slender root with a brown, fuzzy exterior. Although used medicinally in China, it is used in Japanese cooking.",['English'],['burdock root']
100071,https://www.uwajimaya.com/static/ee_images/made/1356264b24d7144c/Gochujang_600_600_200_200.png,GOCHUJANG,Korean fermented chili paste,"Gochujang is a thick Korean fermented sauce whose flavors are common across that cuisine. It consists of four main ingredients: gochugaru, glutinous rice powder, fermented soybean powder, and salt. Traditionally, a mixture of these are then left in large clay pots to ferment, creating your final product. The end result is a sauce that’s a combination of spicy, savory, and a little bit sweet. With its spice and complexity of flavor, gochujang is a popular base for flavoring jjigaes (Korean stews), marinating meats, and other uses.",[],[]
100072,,GREEN MANGO,"The unripened flesh of the mango is often used in salads and used in India, Malaysia and Thailand to tenderize meat and to add a tart flavor to vegetable and bean dishes.","Small green mangos are pickled and served as an Indian condiment. In Southeast Asia, green mangos are shredded and used in salads or simply enjoyed dipped in fermented shrimp paste, or in a salt and chili pepper mix. Not all varieties of mango are suitable to be enjoyed green as their flesh will be starchy, bland or overly sour.                   ",[],[]
100073,,HOISIN SAUCE,"Sweet, salty and spicy sauce used in Chinese cuisine","Hoisin sauce is a thick, soy sauce based sauce that is brownish-red in color with a slightly sweet, hot flavor. It is used as a condiment for roasted meats, mixed in stir-fries, and in dips. Although recipes may vary, the main ingredients of hoisin sauce are fermented soy bean paste, sugar, garlic, vinegar, Chinese five spice and chilis.  Hoisin sauce balances sweet, salty and spicy making it a classic ingredient in Chinese cuisine. Che hau is a slightly spicier version of hoisin sauce. A redder version of hoisin sauce colored by annatto seeds is sometimes sold as ""barbeque sauce"" and is used in roasting pork.","['Chinese', 'Chinese']","['Che Hau', 'Hoi Sin Cheung']"
100074,,HORSE MACKERAL,"A member of the jack family and not actually a mackerel , the sleek, silvery horse mackerel has a rich, flavorful flesh that is delicious broiled or as sashimi. Available year round, horse mackerel are most flavorful from spring to autumn.","A member of the jack family and not actually a mackerel , the sleek, silvery horse mackerel  has a rich, flavorful flesh that is delicious broiled or as sashimi. Available year round, horse mackerel are most flavorful from spring to autumn.                                         ",['Japanese'],['Aji']
100075,,INARIZUSHI,"A type of sushi, or rice ball, that's made with vinegared sushi rice, stuffed inside seasoned fried tofu skins.","Inarizushi is a type of sushi, or rice ball, that's made with vinegared sushi rice, stuffed inside seasoned fried tofu skins.  Before they can be stuffed, the fried tofu skins are boiled in dashi stock that’s seasoned with soy sauce and sugar. Boiling them in dashi stock gets rid of excess oil, and adds a sweet and savory flavor, which goes well with the vinegared sushi rice. You can find prepared fried tofu skins that have already been boiled and seasoned in cans and in plastic pouches located in the cooler section of our stores. Many of these pouches also contain sushi rice seasoning, making them even more convenient. ",[],[]
100076,,JAPANESE CROQUETTE,"Adapted from French croquettes, Japanese croquettes (korokke) are patties of mashed potatoes that are coated in panko breadcrumbs and fried until golden brown and crispy.","Korokke are often filled with cooked ground beef, seafood or vegetables, and are traditionally sold at butchers. ",['Japanese'],['Korokke']
100077,,JELLY FISH,"Jellyfish is used in Chinese and many other Asian cuisines, and is usually sold salted and dried whole or sliced into thin strips.","Used for its crunchy texture more than its flavor, jellyfish salad is a popular appetizer in Chinese restaurants. The mantle (hood) of the jellyfish is sold salted and dried either whole or sliced into strips. Dried jellyfish is cream to yellow in color and must be soaked for several hours before use. Vinegar or sesame oil are popular dressings to flavor the crunchy strips of jellyfish.",[],[]
100078,,KABOCHA,Japanese pumpkin,"Kabocha, also known as Japanese pumpkin or squash, has a dark green outer skin and yellow-orange flesh. It has a sweeter taste and is sometimes used to make sweets. Kabocha is popular as a tempura ingredient and is also delicious in simmered dishes.",['English'],['Japanese pumpkin']
100079,,KARASHI,Japanese mustard made from crushed mustard seeds and horseradish.,"Hotter than English mustard, karashi is a yellow mustard used as a condiment in Japanese cuisine.  It is made from crushed mustard seeds and horseradish and is typically sold in powder form or as a paste. Karashi is often served with the popular Japanese wintertime dish, oden or with Chinese dim sum.",[],[]
100080,,KASHIWA MOCHI,Kashiwa Mochi is a traditional Japanese confectionery made of mochi that is filled with sweet red bean paste and wrapped in an oak leaf.,"The rice flour used to make Kashiwa Mochi is called joshinko. Joshinko is a rice flour made from milled non-glutinous short-grain rice. Unlike soft and stretchy mochi made with glutinous rice, the mochi made with joshinko flour is chewy and firm. It is also used to make dango and daifuku.",[],[]
100081,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Katsuobushi_600_600_200_200.png,KATSUOBUSHI,Dried bonito flakes used for making dashi.,"Katsuobushi is a little ingredient that makes a big difference. We wouldn’t blame you for underestimating it on first sight, but those who know it know how much it brings to the table. For those dishes that are garnished with katsuobushi, leaving it out will just feel… not quite complete. But we’re getting ahead of ourselves.",[],[]
100082,,KECAP MANIS,A thick sweet soy sauce used in Indonesian cuisine.,"Kecap manis is made by adding dark soy sauce to melted palm sugar along with spices like star anise, cinnamon, black pepper, coriander and clove, resulting in a thick, dark molasses like soy sauce. Kecap manis is used to add a sweet and savory flavor to Indonesian dishes, and is a popular marinade for grilled food. It can also be used as a dipping sauce for fried food, or drizzled on top of rice and a fried egg, a popular meal with Indonesian children.","['Indonesian', 'English', 'Chinese', 'Korean']","['Kecap Manis', 'Sweet Soy Sauce', 'Tian Mian Jiang', 'Chunjang']"
100083,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Koji_600_600_200_200.png,KOJI,"Koji is the name for the mold used in making soy sauce, miso, and other fermented foods and beverages. It can also be used as an ingredient in dishes, sauces and marinades.",Koji is a funky little culinary thing: it’s a type of mold that’s responsible for some of our favorite fermented foods.,[],[]
100084,,KUZU STARCH,"Kuzu Starch is made from the roots of the Japanese arrowroot plant, and is used as a thickening agent in Japanese cooking.","Kuzu starch is high in fiber, and is known to reduce high blood pressure, relieve migraines, muscle cramps and regulate blood sugar.",['English'],['Arrowroot Starch']
100085,,LENTILS,,"Lentils are used extensively in the cuisine of India and to a lesser extent in other parts of Asia. Like beans, lentils are high in protein and fiber but generally take less time to cook than beans, often without needing to soak before cooking.  Lentils  come in a variety of colors (red, black and yellow to name a few) and are usually sold dried either whole or shelled and split.",[],[]
100086,,LONGAN FRUIT,Longan is a tropical fruit native to Southern Asia.,"Longan have a brown bark-like shell, sweet white translucent flesh with a small round black seed and grow in bunches on trees.","['China', 'China', 'English', 'English']","['Lêng-géng', 'lóngyǎn', 'dragon eye', 'euphoria fruit']"
100087,,MACKEREL,"A smaller relative of the tuna, mackerel are sleek fish that are found around the world.","A smaller relative of the tuna, mackerel are sleek fish that are found around the world, with most commercially available fish coming from the Atlantic. The high oil content and rich flavor make mackerel delicious broiled. Vinegared mackerel is a popular sushi/sashimi dish.                                          ","['Japanese', 'Korean']","['Saba', 'Godeungeo']"
100088,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/maneki_200_200.png,MANEKI NEKO,This beckoning cat is a common figurine in Japan,"The Maneki Neko is a common Japanese sculpture, often made of porcelain or ceramic, which is believed to give good luck to the owner.  The sculpture depicts a cat beckoning with an upright paw, and is usually displayed in stores, restaurants, and other businesses.  A raised right paw attracts money, while a left paw invites customers.",[],[]
100089,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/manila_clam_200_200.png,MANILA CLAM,Manila clams are small sweet hard-shell clams best suited for steaming.,"Manila clams, which originated from Asia, are widely grown in the Pacific Northwest today.  Sweet in flavor and easy to cook (steaming is recommended), these little clams add delicious flavor and texture to soups, stews and pastas.","['Alternative name', 'Japanese']","['Japanese Littleneck Clam', 'Asari']"
100090,,MASSAMAN CURRY,"Massaman Curry is a rich, and relatively mild, Thai Curry made with cardamom, cinnamon, cloves, star anise, cumin, and other Indian spices not normally used in most other Thai curries.",,[],[]
100091,,MENMA,A Japanese condiment made of seasoned fermented bamboo shoots. Menma is commonly used as a topping for ramen noodles.,,[],[]
100092,,MILKFISH,"This sleek, silvery fish is especially popular with cooks in the Philippines and Indonesia.","Growing up to almost 5 feet in length in both fresh and saltwater, milkfish are caught in fine nets and raised in pens. Fried milkfish stuffed with vegetables is a popular Filipino dish.                   ","['Filipino', 'Hawaiian', 'Indonesian']","['Bangús', 'Awa', 'Bandeng or Bolu']"
100093,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/Miso_600_600_200_200.png,MISO,"Miso is a traditional Japanese seasoning made of fermented soybeans and sometimes rice, barley, or other ingredients.","Although miso soup is probably the most ubiquitous usage of miso in the US, there’s far more to it than just the famous appetizer broth. Miso itself is a Japanese seasoning made from fermented soybeans with additional ingredients. Common additions include rice or barley, but because of the sheer amount of different ingredients than can be added, there’s dozens if not hundreds of varieties of miso. Traditionally, different regions of Japan have their own variation.","['Japanese', 'Chinese', 'Korean']","['Miso', 'huáng jiàng', 'Deonjang']"
100094,,MITSUBA,"Literally, ""three leaves,"" mitsuba is also called Japanese parsley.","Like parsley, mitsuba has a clean, refreshing and slightly bitter flavor. The leaves can be bitter if cooked too long, so it’s mainly eaten raw in salads or sushi, or used as a garnish in soups, stir-fries and meat dishes.  ","['English', 'English']","['Japanese Parsley', 'Honeywort']"
100095,,MIZUNA,"A relative of the mustard plant, mizuna is used in Japanese cuisine in dishes such as salads, stir-fries, and hot pots.","Mizuna have a mild peppery flavor, similar to arugula. It’s glossy, serrated, dark green leaves and narrow white stalks makes it a popular garnish.",['English'],['Japanese Mustard Greens']
100096,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/Mochi_600_600_200_200.png,MOCHI,"A traditional Japanese food enjoyed particularly around the new year, steamed glutinous (sweet) rice is pounded to make mochi. Mochi is white and smooth with a chewy texture.","A favorite in Japan, mochi is a chewy treat made from pounded sweet rice that’s high in gluten. For some people who are particular about texture and not familiar with its tapioca-like mouthfeel, eating mochi might feel a bit strange at first. But its texture, taste, and versatility means mochi can be used to make a bunch of delicious snacks.",[],[]
100097,,MONAKA,A traditional Japanese confection (wagashi) made of sweet red bean paste that is sandwiched between two thin crisp wafers made from sweet rice.,,[],[]
100098,,MONOSODIUM GLUTAMATE,A naturally occuring salt found in many foods used to enhance the flavor of food,"Monosodium Glutamate (MSG) is a naturally occuring salt that is found in many foods, including seaweed, green teas, cheeses and tomatoes just to name a few. As a concentrated flavoring agent, MSG is frequently used in cooking to enhance the flavor of meat, poultry, seafood and vegetables. MSG is sold as a white, crystalline powder, similar in appearance to table salt, in shakers or boxes.","['Japanese', 'Chinese', 'Malaysian', 'Vietnamese', 'English']","['Ajinomoto', 'Mei Jing', 'Servuk Perasa', 'Ve Tsin', 'MSG']"
100099,,MUNG BEANS,"Also called green lentils, mung beans have many uses in Asian cooking and are enjoyed in many form","Fresh mung beans can be cooked and eaten much like peas while the sprouted bean is a familiar salad item that can be enjoyed raw or cooked. Most recipes that call for ""bean sprouts"" are referring to mung beans sprouts. Dried mung beans can be split and used in the same way as lentils. Mung bean flour has many uses, perhaps most importantly to make the cellophane noodles. ",[],[]
100100,,NAPPA,"Nappa, also spelled napa, is a type of Chinese cabbage that is widely used in East Asian cuisine.","Nappa is a versatile vegetable in Asian cooking.  Nappa is popular in hot pots, in stir-fries and pickled. Nappa is pale green and white in color and its leaves tightly wrapped.   ","['English', 'Chinese', 'Japanese', 'Korean']","['Chinese Cabbage', 'Sui Choy', 'Hakusai', 'Baechu']"
100101,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/Natto_600x600_200_200.png,NATTO,A traditional Japanese food made from fermented soybeans.,"Natto is a traditional Japanese food made from fermented soybeans that produce a characteristic gooey substance during the fermentation process. If you just glimpsed it from a distance, this can look almost like a runny cheese — in fact, sometimes natto is described as having a similar aroma and flavor to the stinky cheeses. In Japan, it’s a common breakfast food and snack.",[],[]
100102,,NIBOSHI,"Niboshi are dried baby sardines used to make dashi soup stock, or fried and eaten as a snack.","Niboshi are also called Iriko in Western Japan. Niboshi is sometimes mistranslated as dried anchovies, but are actually dried baby sardines. ","['Japanese', 'Japanese', 'English']","['niboshi', 'iriko', 'dried baby sardines']"
100103,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Chazuke_600_600_200_200.png,OCHAZUKE,A simple Japanese dish where hot green tea is poured over rice,"Ochazuke is an easy-to-prepare Japanese dish where green tea is poured over rice — like rice tea soup! Although those are the only two required ingredients, ochazuke can be dressed up with whichever additional toppings you want.",[],[]
100104,,OGO,"Long, thin and with a crisp, crunchy texture, ogo seaweed is found in many Hawaiian recipes, perhaps best known as an ingredient in poke, the Hawaiian seafood salad.","Ogo is also enjoyed pickled and in salads. Ogo can be found off the coasts of Japan, Southeast Asia, Hawaii, and the Caribbean. Depending on the conditions of where it grows, ogo can vary in color from almost white to brownish-black, with greenish-red being the most commonly found. Ogo is available fresh in the seafood department.","['Japanese', 'English']","['Ogonori', 'Sea Moss']"
100105,,OROSHIGANE,"A small food grater, commonly used to grate wasabi root or daikon radish.","Oroshigane specifically describes metal graters (usually made of steel or tin-copper mixes) but more generally describe graters made of any material (including ceramics, wood or plastic). Oroshigane have sharp teeth and often a small well at the bottom to catch the grated item, usually daikon radish, ginger or horseradish. ",[],[]
100106,,OTOSHIBUTA,Otoshibuta is a wooden drop-lid that fits just inside the sides of a straight-sided pot.,The otoshibuta  keeps simmered items submerged in liquid while cooking and prevents delicate items from breaking up due to  moving around the pot.,['Eglish'],['Drop-lid']
100107,,OYSTER SAUCE,"Sweet, salty sauce made from oysters used in Chinese cuisine","Originally from China, oyster sauce is a thick, brown sauce made from dried oysters. It has a rich flavor that is used in Chinese cooking to flavor braised and stir-fried dishes. Oyster sauce is especially popluar with steamed gai lan.","['Chinese', 'Thai', 'Malaysian', 'Burmese']","['Ho Yo Cheung', 'Hoy Muk Chan', 'Tiram Batu', 'Kha Mar']"
100108,,PALM SUGAR,A sweetener made from the sap that is found inside the flower buds of the coconut palm tree. It is used is south and south-east Asian cuisines.,"To make palm sugar, the sap from the coconut palm tree is heated until thick syrup is formed. It can then be sold as syrup, or dried into cakes or formed into crystals.","['English', 'Burmese']","['Coconut Palm Sugar', 'Jaggery']"
100109,,PANANG CURRY,"Panang Curry is a type of red curry originating from Southern Thailand and is commonly made with beef or chicken, garnished with chopped lime leaves and Thai Basil and eaten with rice.","Panang Curry has a thick sauce and is sweeter and less spicy than Thai Red Curry. The spices, along with peanuts, are fried in oil rendered from coconut cream. Panang Curry does not typically contain vegetables and is most often made with either beef or chicken.",[],[]
100110,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/panko_200_200.png,PANKO,Japanese bread crumbs,"Panko is Japanese bread crumbs that are used to coat items for fried dishes such as tonkatsu (fried pork cutlet), kaki-furai (fried oysters), and ebi-furai (fried shrimp).",[],[]
100111,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/Persimmon_600_600_200_200.png,PERSIMMON,"In season during the fall, persimmon, or kaki, are fruit that are native to Asia, and enjoyed both fresh and also dried.","Persimmons are an interesting little fruit: from the outside, they look somewhat like a partially ripe, orange-y tomato, but their taste is incongruous if you’re expecting that same tangy acidity. Unlike a tomato, persimmons are sweet and can taste almost like honey, while their texture is similar to that of an apple.","['Japanese', 'Chinese', 'Korean']","['Kaki', 'Shizi', 'Kam']"
100112,,PLUM SAUCE,"Thick, tangy and sweet sauce used in Chinese cuisine","Plum sauce is a thick, sweet-tart sauce made from plums along with sugar, vinegar, ginger and spices. Plum sauce is served as a condiment with such dishes as Peking Duck, egg rolls and noodles.",['Chinese'],['Sheung Moy Cheung']
100113,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/Poke_600x600_200_200.png,POKE,"Poke (pronounced ""po-keh"") is a Hawaiian raw seafood salad that is commonly found at parties and luaus.","If you’re reading this in North America, chances are you’ve become quite familiar with poke over the last decade or so. If you’re reading this in Hawaii, chances are poke’s been your jam for a lot longer. For those unfamiliar, poke’s a Hawaiian dish consisting of marinated raw fish and other mix-ins. Just like much of modern Hawaiian food, it’s influenced by Japanese and other Asian cuisines as evidenced by its usage of sesame oil, seaweed, rice, and more. As poke’s popularity has spread from Hawaii to the mainland, so have its varieties expanded. For example, while traditionally poke’s seafood is tuna or octopus common to Hawaiian waters, salmon has become popular in the PNW as have other kinds of tuna.",[],[]
100114,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/ponzu_200_200.png,PONZU,Citrus seasonsed sauce commonly used in Japanese cuisine.,"Ponzu is a sauce that is made from the juice of any number of citrus fruits such as lemon, Japanese citron (see ""yuzu""), or bitter orange.  Ponzu is made by boiling mirin, rice vinegar, bonito flakes and seaweed and then cooled.  Once cooled, the liquid is drained to remove the flakes and the citrus juice is added.",[],[]
100115,,RENKON,"The root of the lotus plant known for its crisp, crunchy texture and is used in simmered and braised dishes.","The lotus flower has long had a symbolic meaning for the beautiful bloom that grows up out of the muddy bottom. The flesh of the lotus root has a crisp, crunchy texture and is used in simmered and braised dishes. Candied lotus root is a traditional gift during the Chinese New Year",['English'],['Lotus Root']
100116,,RENKON,"The root of the lotus plant known for its crisp, crunchy texture and is used in simmered and braised dishes.","The lotus flower has long had a symbolic meaning for the beautiful bloom that grows up out of the muddy bottom. The flesh of the lotus root has a crisp, crunchy texture and is used in simmered and braised dishes. Candied lotus root is a traditional gift during the Chinese New Year",[],[]
100117,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/RiceNoodles_600x600_200_200.png,RICE NOODLES,"Rice noodles are noodles made from rice flour and water, and are used in East and Southeast Asian cuisine.","Rice noodles are exactly what they sound like: noodles made from rice flour! This is opposed to wheat flour, which dominates western noodles and is the basis for some Asian noodle dishes like yaki soba or chow mein. Thought to originate in southern China almost 2,000 years ago, rice noodles are now a staple in cuisine throughout east and southeast Asia. Popular dishes with rice noodles include pad thai, pad see ew, chow fun, bihun goreng, drunken noodles, pho, and more.","['Chinese', 'Japanese', 'Filipino']","['mifun', 'bifun', 'bihon']"
100118,https://www.uwajimaya.com/static/ee_images/made/1356264b24d7144c/RiceVinegar_600_600_200_200.png,RICE VINEGAR,Vinegar made from fermented rice.,Rice vinegar is pretty much exactly what it sounds like: vinegar made from fermented rice instead of the fermented grapes or apple cider that are common in western cooking. Rice vinegars have been used in East Asia for thousands of years and are instrumental both for cooking and pickling in many cuisines across the continent.,[],[]
100119,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Sake_600_600_200_200.png,SAKE,Japanese alcoholic beverage made from fermented rice,"You’ve likely had sake before and thus don’t need any introduction. But if not, just know that sake could make the claim to be Japan’s most iconic beverage.","['English', 'Korean']","['rice wine', 'jung jong']"
100120,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/SakeKasu_600_600_200_200.png,SAKE KASU,Japanese pickling agent or marinade ingredient,"While sake kasu and sake wouldn’t exist without each other, don’t get it confused — they are most definitely not the same thing. Sake is the ubiquitous Japanese rice liquor, while sake kasu is the leftover lees that result from sake’s fermentation process. During the production of alcoholic drinks, fermentation creates a byproduct of residual particles that consist primarily of leftover yeast; these are the lees. In some drinks like certain wines or beers, lees are left in, but it’s more common for them to be filtered out. When this filtration occurs during the sake-making process, sake kasu happens!",[],[]
100121,,SAKURA DENBU,"A pink colored condiment made from cooked and dried codfish, and used to season and add color to various Japanese dishes.","Sakura Denbu is made with codfish that has been cooked in dashi stock. It is then shredded, and seasoned with sake, mirin, salt and sugar. Food coloring is added to give the dried fish a pink hue, similar to Japanese cherry blossoms or sakura. ",['Japanese'],['Sakura Denbu']
100122,,SALTED HERRING ROE,The salted roe of herrings (kazunoko) are a traditional Japanese New Year’s food.,Kazunoko is made by marinating herring roe in dashi and soy sauce.  It is enjoyed in the egg casing as kazunoko or on sheets of kelp as kazunoko kombu.,['Japanese'],['Kazunoko']
100123,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/SalmonRoe_600_600_200_200.png,SALTED SALMON ROE,Salted salmon roe is a popular Japanese rice topping and sushi ingredient.,"While the world’s most famous fish roe probably belongs to the Russians and their caviar, we think Japan’s salted salmon roe is special.","['Japanese', 'English']","['Ikura', 'Red Caviar']"
100124,,SANSAI,"'""Sansai"" vegetables are those vegetables that in olden times were harvested from the wild (the ""san"" in sansai is the Chinese character for ""mountain""). In the past there was a clear distiction between these wild vegetables and cultivated vegetables (Japanese ""yasai"").","Before modern cultivation techniques, sansai was closely associated with Spring, as this was the time that many of these vegetables were available. ""Sansai ryori"" generally refers to foods that use sansai vegetables. Some of the vegetables most commonly associated with sansai are: fern heads (warabi), Japanese butterbur buds (fuki), mugwort, red garlic and nemagari-take (bamboo grass).                                                      ",[],[]
100125,https://www.uwajimaya.com/static/ee_images/made/1356264b24d7144c/Santorum_Knife_600_600_200_200.png,SANTOKU KNIFE,"Santoku is a multi-purpose Japanese kitchen knife that can be used to cut fish, meat ans vegetables","This versatile Japanese knife is designed to be a cross between a western cooking knife and a traditional Japanese vegetable knife. Because of this, it’s ideal for preparing not just veggies, but also meat and fish.",['Santaku'],"[""multi-purpose chef's knife""]"
100126,,SEA URCHIN ROE,"Ranging from yellow-orange to red, sea urchin roe (uni) is actually the gonad (reproductive organ) of the sea urchin and considered a sushi delicacy.","Ranging from yellow-orange to red, sea urchin roe (uni) is actually the gonad (reproductive organ) of the sea urchin and considered a sushi delicacy. The flavor of uni is described as creamy and rich. Sea urchin roe is available fresh in the refrigerated section of the seafood department or can be harvested from live sea urchins sold seasonally.                                             ",['Japanese'],['Uni (oo-nee)']
100127,,SENGIRI CABBAGE,Thinly cut cabbage that is a common side dish in Japanese cuisine.,"Sengiri (thousand cuts) is the Japanese word for julienne, to cut vegetables into thin strips. Sengiri Cabbage is typically eaten as a salad, and is also used as the base for okinomiyaki, a Japanese pancake made with cabbage, meat, eggs and other vegetables. ",['Engish'],['Shredded Cabbage']
100128,,SESAME OIL,Oil made from ground sesame seeds,"Sesame oil is a dark-colored, thick oil made from ground sesame seeds.  Sesame has a strong nutty flavor and distinct aroma.  It should be used sparingly to add flavor to dishes.  It has a low burning point and should not be used by itself for frying. ","['Japanese', 'Chinese', 'Indian', 'Indian', 'Indian']","['Goma Abura', 'Ma Yau', 'Til Ka Tel', 'Gingili Oil', 'Nalla Yennai']"
100129,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/shiso_200_200.png,SHISO,"A member of the mint family, shiso has many uses in Japanese cooking","A member of the mint family, shiso has many uses in Japanese cooking. Red shiso leaves (akashiso or akajiso) are used to color pickled plums (umeboshi) and other pickled dishes. Green shiso (aojiso or shiso) is served with sashimi and fried as a tempura item. In Vietnamese cooking, shiso is used in salad dishes.","['English', 'Japanese', 'Korean', 'Vietnamese']","['beefsteak plant, perilla', 'akashiso, aojiso, akajiso, egoma', 'kkeannip namul', 'tia to']"
100130,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Shochu_600_600_200_200.png,SHOCHU,One of Japan's most popular alcoholic beverages,"While you might think of sake as Japan’s most iconic alcoholic beverage, the title of most consumed boozy drink actually goes to shochu. Shochu is a distilled alcohol similar to vodka but with a sweet hint and a weaker alcohol content, typically around 25% ABV but occasionally as high as 35% or more.",[],[]
100131,,SMELT ROE,"Small orange eggs harvested from capelin fish, a type of smelt, and is a common ingredient in sushi.","Similar in size to flying fish eggs (tombiko) but not as crunchy in texture, the eggs of smelt are sometimes substituted for tobiko at less expensive sushi restaurants. Smelt roe (masago) are low in calories and packed with Omega 3 acids",['Japanese'],['Masago']
100132,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/soba_200_200.png,SOBA,Noodles made from buckwheat flour,Soba is the Japanese word used to describe both the buckwheat plant as well as the noodles made from the grain of the plant.,"['English', 'Japanese', 'Korean']","['buckwheat noodles', 'soba, cha soba', 'naean myun']"
100133,,SOBA CHA,A tea made from roasted buckwheat,"Soba cha or buckwheat tea is made from roasted buckwheat and has a yellow to light brown color when brewed. The buckwheat itself contains no caffeine, although some brands may be sold mixed with green tea. Buckwheat tea is sold loose or in tea bags.",['English'],['buckwheat']
100134,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/soy_sauce_200_200.png,SOY SAUCE,,"Soy sauce is made from a mixture of soy beans and wheat, barley or rice. Steamed and fermented soy beans are combined with roasted grains and mixed with a yeast mold. After an initial fermentation, a brine solution and additional yeast strains are introduced and the mixture is placed in large fermentation casks and left to mature. After maturing, the resulting liquid is filtered, producing soy oil and soy sauce.","['Japanese', 'Vietnamese', 'Chinese', 'Korean']","['Shoyu', 'Xi Dau', 'Jiangyou, Jeong yau, Chiyou, Siyau', 'Ganjang']"
100135,,SQUID SAUCE,,Squid sauce is a salty sauce similar to fish sauce made from squid.  It is used in Southeast Asian cooking.,[],[]
100136,,STAR FRUIT,"Originally from India, the star fruit has a smooth, yellow skin with five lateral ridges running the length of the fruit.","Cut width-wise, the fruit has a pleasant star shape, making it attractive as a garnish and incorporated  into fruit salads. ",[],[]
100137,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/sukiyaki_meat_200_200.png,SUKIYAKI MEAT,thin slices of fat-marbled beef,"The meat most commonly used for sukiyaki is thinly sliced pieces of beef marbled with fat, often referred to as sukiyaki beef.",[],[]
100138,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/sushi_200_200.png,SUSHI,"Sushi is the Japanese term for a food item made from cooked vinegared rice combined with a topping, often raw shellfish, fish and vegetables",Sushi is a very popular dish both in Japan and abroad.  There are many types of sushi but they all have vinegared cooked rice as their base.   ,[],[]
