index,recipe_name,recipe_pic,ingredients_n_preparation
100000,Sadako’s Kimpira Gobo Fried Burdock Root,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a718c29a-2426-4e0c-bd78-81cf131b1aa3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9b5ce5a5-2437-4f42-810e-59dedb163e05"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ecd91831-4b6d-428b-b8f7-86d26897e318"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0b63714b-c6d7-44be-9069-77d0657eb0b3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a9042b44-1757-453e-b694-660ef28bb183"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cd8aec5a-2288-4b7f-b437-748fa214539b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5a870d28-4a2c-4aa1-80c1-3f3b40488550"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""fb1d49ff-ddf3-4a3e-9da2-06b6d7709007"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""dacf36ea-c514-49df-a01f-f2329376eddf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b5c6e9b3-d010-4a4f-b503-7d7ee6915c30"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c7769c6f-f9ad-40ec-94e9-0fc3ebc7767e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""84cc8fd7-203c-48f1-9c6a-dd5274e9b443"")>]"
100000,Sadako’s Kazunoko-Herring Roe,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""da65c88c-8b7a-41c3-97a5-8535f2174522"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9e71470f-04f7-4be6-adbe-f92458cd7bbe"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d4f55dc4-03d7-430e-9565-8e46878c5a13"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1c5f39c6-1a31-45d5-81b9-72a0bf3e5e66"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""11cfd333-8b3a-4052-8d04-6387bcdf5989"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bc79f77e-746b-4b20-bf72-ba30fbfe23fc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b7047031-62d9-4226-8565-e73743d2a5df"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1232f4fc-ae8c-4ffc-ad60-1e13c5fca730"")>]"
100000,Harusame Salad,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Harusame_Salad_533_400_90.jpg,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""90907f86-e4d0-4394-9ab6-0119b2b1c410"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""fa702362-aa17-41ce-b9d9-79068d5c1f6e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""399253f1-6547-4416-bd53-50602aaa875d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""614869e5-02ac-4cdb-9ab4-a6f14382c8d6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""41737d68-d90b-47a6-9ec7-77b2805ea9da"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""33eafa28-ece4-440c-805f-1653532356b2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d9382e46-750d-4aba-a490-37b6be15515e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4dc324cd-ed76-47cc-95b0-ffd7dbcf685b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d595d92c-1433-4c79-9ef1-287e628e5d13"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9195660c-4250-4d94-b297-354dbc184f79"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0f4060b0-388d-49af-9a89-7a074bd45675"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""081ac141-1e4d-4a2c-a61c-f59335b37037"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2c6766fc-0f91-4bb7-9da5-e1af27291987"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e8fec376-9820-4de4-b222-ae12456e7fce"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""76fca635-578f-44ce-81e2-db16cb3338e9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6bf2aa98-a0e4-42be-9d03-09e585debc74"")>]"
100000,Gyudon,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4122a43b-6dc1-4c6a-957e-d0100f3910c6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""af051387-fab2-44e5-9039-7f305fc838b0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""89788fdc-4699-4f9e-a549-9d8627cb696b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2cd134f6-97f0-4e6f-a33d-e98c44185f87"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9c219c4a-af1c-4fd4-aa77-ca787d0214e9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cf23ea71-8200-4122-9542-1c427349f037"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7058366e-0aa0-49aa-903a-3016066a63bd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5cbd0e8a-b27f-4482-9137-8a5560cbd62c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""66fb368c-f558-416b-9c91-17dc2a0682df"")>]"
100000,Chawan Mushi,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d04ca710-79d1-453e-8b58-60d359e06d83"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""edc31801-65ea-4016-bfea-67a328f006cc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9e5fb907-301e-4071-a918-3e33ff397804"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ef286931-d5fa-4027-88a2-522f86705dd4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""457a5f0e-6da9-46b8-862f-7afcce523659"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""02f40d07-d61c-4142-aac9-02cdec7113e3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""01377d02-4910-4813-84a8-76249d21cadd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7558ae9b-2c91-413e-9414-286a208b4e90"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b25e3d61-8ff3-4ba6-9483-90bb36a9bcdc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7c46654e-51ed-4f4d-abbc-f7c3b0324dd0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""97c8401e-0bc3-4217-81b8-0428c032090f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bb790e50-0f2b-4ce4-b263-5e69d67e4d6e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d0368d24-aaba-41dc-ae5e-2ab410c4a6fb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""caf06403-4c31-483b-b5e4-40706540b71d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""948d1cd2-cb92-472a-9d12-3d180640e7f6"")>]"
100000,Murgi - Chicken Curry,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ddce6ba1-d025-4c8d-834d-e4b55d01e7b2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8ca82dbe-768e-493b-9376-a73febe48d82"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e1a06b5e-ad96-486b-bbe9-c04e2464940d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""fdafaf35-b1ec-491e-93e2-4122d6fe7ea5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b71c62e3-6f36-4088-bc28-80801e627b57"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3eb07fbc-e81e-49f2-b53f-24a842c07c51"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cf1110e3-a9a4-48e1-b4de-e167c2a3b28e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2209c00f-93e9-4c33-a14d-58565fa1f424"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ebe1d515-fc44-4f7b-9447-54453a900bb5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bf66bc02-3d7a-4469-b060-be64d9f413fb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""04f3e91c-bc16-4110-93e7-588b43c8c758"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ac2eaf58-ca7b-46a5-ac88-bca0052238bb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""002fa6f2-5e9c-4619-8dbf-fdd23cef41d4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d2c01476-5651-4b92-b06c-ebb60e0301d2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a461472d-e2c4-4f1e-bd2f-fa50078a2092"")>]"
100000,Steamed Chicken,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""45cd7248-019e-41d4-9136-c36fc5e70a4d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4097eb7a-9895-413b-833e-9fd72728d87b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1debc621-9e3c-4a41-aee6-8839ebf55ac2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""980c1e2e-73dc-417a-8123-40e167c6ac11"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""60c22a2c-e288-42d9-9848-b83804f3b5f8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""63452f94-d2d0-45c3-a95a-a44fb19310e0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bfa0d192-8536-4ba4-bcff-9310d5db5f34"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cd99d665-f9fb-40b2-9e77-133a1f9459f4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a6b9343b-cb62-47e9-b6bb-3fe259ff1f71"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""eeb3578b-0345-4ebb-8c0a-718e2e08497e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2715035d-67b0-498d-872c-4ab4946ae667"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b238d232-0ce2-4569-a9ca-fd3318922b93"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ed9ac410-b1b5-47eb-92fb-b2d374371f7e"")>]"
100000,Squid with Vegetables,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1da7ed2d-1039-4970-8f5f-5225a16632b5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3d4f51a7-9320-4127-b785-97d0b60851ca"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ba3c30ec-958c-4676-aa66-e576fe928bd7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""809c7cf9-2a7f-4814-8e18-1e935b3b8113"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e773e247-b7e6-49d5-9a8d-3e8fabee8ded"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a1563792-a6bf-444e-9c06-0ee0fc5c7c23"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""fc643085-9d20-4a94-8a31-de7fd7d4bff4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""333bbc99-3748-48d8-96e4-152f15671ac4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c3d1b350-cf6b-4222-9098-49590809c70c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2cda291d-7131-443d-8ebc-277fb5913548"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8436ea30-539b-448a-a3e4-cf064c8ee765"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cc2543bf-2ca6-4536-b98b-a53ec8faaeb5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""be93e386-760f-4892-9f94-5a0d66fe6904"")>]"
100000,Squid with Vegetables,,[]
100000,Spicy Eggplant with Ground Pork,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""64c2acd3-5e08-481e-a2a2-e1a25129ef25"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""86ccfecb-000f-4992-ac08-6cee1f7dfa5f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""04a6a430-ac99-4974-b055-b6378402a7e3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""dd134477-32a0-4b0a-8bbe-4bde106a3ca1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0c5b4cb3-f10d-4621-8232-bf877e7d75cf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f0ddd588-fc7f-4d0e-97a0-34e168c03c38"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""81f9a719-70d0-4fff-a3df-ce22a47fd67d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""50b43d38-c608-4c26-83ee-9fe1e001998a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""20b3cfd9-c905-4662-ad34-b39ef4bf81d5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1ef62888-d47d-4c83-9ce4-b82ce59a699f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cad366ea-5c79-4fd5-a31a-6053f1645c2a"")>]"
100000,Spicy Chicken Noodles,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""05e870a3-f4e1-40d8-ab40-8dc604f5b3a5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6ec1f003-20e4-4fb2-a67f-1cef9bbe6651"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c8d2a9e9-eebc-41b1-a5b0-c3208570ff48"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7e2ea64a-24f2-4fe4-affb-d006052ebac0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""77d604c6-4e2b-4e55-abea-db4bf5292fb6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""02592326-78b5-4ac2-bc59-64a3962794b8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d59a8edc-078d-48f7-a3de-7dace7469ce8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3c483819-f05c-4500-99b7-62f9972f6e93"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5503a350-7ad9-4d93-9c69-551a142e996e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6f6a7240-d8d7-4b94-9e2d-fc0a736f3482"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e4c2ffb2-75ed-4715-a297-8b96ac04262c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8512a7ab-f453-489f-9fdb-879e41e5efb7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""fbb446c0-8bd0-465a-8306-07be2bf95b05"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a04d982b-ded9-4da8-9d74-36e524847f8f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0e1d0ae2-2cb1-462a-b31d-2c7830963221"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a9897422-95ec-4109-b01d-bdb7575276c4"")>]"
100000,Spicy Tofu with Ground Pork,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b4d7f936-4309-444f-ada3-fa6e7230715c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d423f8bf-9a68-4ce2-b8e4-48312e1f8778"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""65bb0c48-9170-4533-8d9d-998fd9b9ac8b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9d21881a-93c0-4a85-8a1a-81634795c1bb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""82c87d2c-fb3c-491e-8fa5-4bd0bff06998"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ef077898-023d-451e-938e-fef6459d2ab2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""87469fcb-473a-4019-b65c-2151616c8c25"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""34e879ba-5c11-473e-87ab-f50ea6293c4e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""de18bb2a-347c-438f-b102-2590b05976be"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""40526a74-5cbc-4251-b4f4-c00c4f8ebbda"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2e33b688-e784-4c3e-8727-e3c06cc3669d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1bf1c125-a6aa-4e02-bcf3-6868b1e3a828"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f80fd87c-a3b6-4b63-a9bb-3998ee3519f0"")>]"
100000,Soy Sauce Chicken,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a1ebf3d5-d4bf-4748-9339-5654f8100d2c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f1269ce6-c9d1-4b79-a1d9-5db3cb857287"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""58de2bab-d0e1-4134-8be0-852f7b007d03"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""161dd26b-bb77-4db8-be31-e91b3d5f0db6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""04e8d61d-2f19-4549-bc4c-61fc632d6c48"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2df73f3c-9dee-4bc0-961c-115fe60c998e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bf747d12-cc14-40ba-9199-d154b6378b5d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""20d3f1f5-157a-49e6-a74e-6bea9c44f627"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""271665c1-2bd2-47ea-86f6-014a68a00ecc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ec838b42-91b5-4b0b-a491-49e719e221cc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8533ad8e-27fa-43ee-b315-7485f1414362"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""591ae3d2-5571-42f5-a761-f6e41b72fe4f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""876888d9-1213-45db-a1b0-69ef90c93f4b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2cf630d2-bf1c-4ad3-a709-90555bb9d7d6"")>]"
